PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
1155400,Leitrim,Ground-floor apartment,2005,Existing   ,C2,189.89,84.53,0.37,0.25,0.26,2.2,3,33.04,26.32,84.53,10.32,2.16,1,37.34,Electricity ,Electricity,100,NO,100,100,0,,,,84.53,2.41,0,0,0,0,0,0,0,Sale,05/07/2021
1058046,Leitrim,Detached house,1914,Existing   ,C3,214.51,169.36,0.99,0.26,0.5,3.1,3.41,124.71,115,115,15.25,4.02,2,53.65,Heating Oil ,Heating Oil ,85.5,NO,60,85.5,0,,,,115,2.64,54.36,2.14,0,0,0,0,0,Sale,05/09/2020
1131462,Leitrim,Detached house,2000,Existing   ,C3,214.2,162.68,0.55,0.36,0.44,2.2,3,155.5,73.46,89.22,191.3,3.85,2,52.41,Heating Oil ,Heating Oil ,76,NO,30,76,0,,,,89.22,2.5,73.46,2.26,0,0,0,0,0,Private Letting,05/05/2023
1078398,Leitrim,Detached house,1976,Existing   ,D1,225.73,406.75,0.43,2.3,0.61,3.1,3,265.34,258.08,258.08,61.88,1.85,2,55.57,Heating Oil ,Heating Oil ,94.1,NO,0,94.1,0,,,,258.08,2.65,148.67,2.25,0,0,0,0,0,Other,05/08/2021
1150368,Leitrim,End of terrace house,2000,Existing   ,D1,228.54,102.76,0.27,0.16,0.41,2.43,3,87.38,51.38,51.4,14.63,3.5,2,57.82,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated ,0,51.38,2.39,51.38,2.69,0,0,0,0,0,Unknown,05/05/2011
1056047,Leitrim,Detached house,1986,Existing   ,D2,272.8,111,0.35,0.15,0.57,3.4,3,102,111.81,111,25.53,3.7,1,73.07,Heating Oil ,Heating Oil ,82.9,NO,30,82.9,0,,,,111,2.6,0,0,0,0,0,0,0,Grant Support,05/08/2020
1102925,Leitrim,Ground-floor apartment,2002,Existing   ,D2,261.53,63.13,0.54,0.36,0.36,2.8,1.36,51.18,21.88,63.13,5.71,1.85,1,51.43,Electricity ,Electricity,100,NO,100,100,0,,,,63.13,2.45,0,0,0,0,0,0,0,Sale,05/07/2022
1096967,Leitrim,Detached house,1977,Existing   ,E1,300.61,113.764,0.5,2.3,0.84,2.93,3,83.6,72.82,68.64,22.31,1.85,2,75.85,Heating Oil ,Heating Oil ,92.4,NO,45,92.4,0,,,,68.644,2.42,45.12,2.38,0,0,0,0,0,Grant Support,05/05/2022
1096973,Leitrim,Detached house,1952,Existing   ,E1,336.84,85.299,0.27,0.13,0.84,2.91,3.02,98.68,85.3,85.3,9.75,3.67,1,103.28,Manufactured Smokeless Fuel ,Manufactured Smokeless Fuel ,65,NO,65,65,0,,,,85.299,2.64,0,0,0,0,0,0,0,Grant Support,05/05/2022
1155297,Leitrim,Detached house,2020,Final  ,A3,50.38,94.44,0.2,0.1,0.17,1.05,1.2,132.15,47.22,47.22,12.88,2,2,9.91,Electricity ,Electricity,469.99,NO,0,242.92,0,,,,47.22,2.52,47.22,2.78,0,0,0,0,0,Social housing letting,06/05/2021
1137058,Leitrim,Detached house,2005,Existing   ,B1,99.96,244.61,0.37,0.25,0.34,2.8,3,187.33,133.94,98.23,29.08,4.01,3,27.49,Heating Oil ,Heating Oil ,85.7,NO,60,85.7,0,,,,98.23,2.45,98.23,2.7,48.15,1.96,0,0,0,Grant Support,06/07/2023
1102852,Leitrim,Detached house,2007,Existing   ,B2,110.85,283.96,0.36,0.21,0.31,2.2,2.86,218.77,192.34,183.4,30.07,3.8,2,28.31,Heating Oil ,Heating Oil ,94.4,NO,55,94.4,0,,,,183.4,2.7,100.56,2.52,0,0,0,0,0,Sale,06/07/2022
1078487,Leitrim,Semi-detached house,2001,Existing   ,B3,149.38,165.66,0.54,0.23,0.41,2.8,2.68,119.65,89.09,86.35,18.11,7.4,2,38.75,Heating Oil ,Heating Oil ,94.1,NO,30,94.1,0,,,,86.35,2.25,79.31,2.52,0,0,0,0,0,Other,06/08/2021
1095953,Leitrim,Detached house,2004,Existing   ,B3,147.1,188.65,0.37,0.25,0.44,2.8,3,192.85,101.44,100,31.35,3.7,2,36.12,Heating Oil ,Heating Oil ,85,NO,60,85,0,,,,100,2.47,88.65,2.45,0,0,0,0,0,Other,06/01/2022
1128323,Leitrim,Semi-detached house,2006,Existing   ,B3,146.79,120.24,0.23,0.13,0.34,2.2,3,102.47,60.12,60.12,30.58,1.85,2,29.81,Bulk LPG (propane or butane),Bulk LPG (propane or butane),90.3,NO,20,90.3,0,,,,60.12,2.45,60.12,2.7,0,0,0,0,0,Grant Support,06/04/2023
1049276,Leitrim,Detached house,2006,Existing   ,C1,169.79,157,0.37,0.2,0.34,2.2,2.87,149.7,80.2,80.2,25.9,3.94,2,36.2,Electricity ,Electricity,100,NO,30,100,0,,,,80.2,2.4,76.8,2.7,0,0,0,0,0,Sale,06/03/2020
1049277,Leitrim,Detached house,2006,Existing   ,C1,169.79,157,0.37,0.2,0.34,2.2,2.87,149.7,80.2,80.2,25.9,3.94,2,36.2,Electricity ,Electricity,100,NO,30,100,0,,,,80.2,2.4,76.8,2.7,0,0,0,0,0,Sale,06/03/2020
1049289,Leitrim,Detached house,2006,Existing   ,C1,172.79,157,0.37,0.2,0.34,2.2,2.87,149.7,80.2,80.2,25.9,3.94,2,36.86,Electricity ,Electricity,100,NO,30,100,0,,,,80.2,2.4,76.8,2.7,0,0,0,0,0,Sale,06/03/2020
1049293,Leitrim,Detached house,2006,Existing   ,C1,172.79,157,0.37,0.2,0.34,2.2,2.87,149.7,80.2,80.2,25.9,3.94,2,36.86,Electricity ,Electricity,100,NO,30,100,0,,,,80.2,2.4,76.8,2.7,0,0,0,0,0,Sale,06/03/2020
1050996,Leitrim,Semi-detached house,2006,Existing   ,C1,156.98,110.82,0.37,0.2,0.34,2.2,2.88,98.62,56.29,56.29,17.43,3.88,2,38.62,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,,,,56.29,2.44,54.53,2.77,0,0,0,0,0,Sale,06/04/2020
1056163,Leitrim,Detached house,1995,Existing   ,C1,165.16,170.28,0.49,0.31,0.41,2.82,2.96,183.66,122.44,120.83,23.05,5.63,2,42,Heating Oil ,Heating Oil ,95,NO,50,95,0,,,,120.83,2.53,49.45,2.63,0,0,0,0,0,Sale,06/08/2020
1097088,Leitrim,Detached house,2005,Existing   ,C1,167.08,117.52,0.37,0.13,0.37,2.2,2.85,141.41,58.76,58.76,12.97,3.85,2,42.6,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,,,,58.76,2.42,58.76,2.72,0,0,0,0,0,Sale,06/05/2022
1108375,Leitrim,Semi-detached house,2006,Existing   ,C1,163.47,110.09,0.37,0.25,0.37,2.2,0,106.16,59.73,59.73,23.61,0,2,40.68,Heating Oil ,Heating Oil ,85,NO,30,85,0,,,,59.73,2.53,50.36,2.68,0,0,0,0,0,Sale,06/09/2022
1151672,Leitrim,Semi-detached house,2004,Existing   ,C1,168.2,156.68,0.54,0.39,0.41,2.22,2.9,129.05,87.24,85.54,22.65,5.31,2,41.5,Heating Oil ,Heating Oil ,83,NO,60,83,0,NO ,Factory Insulated ,25,85.54,2.7,71.14,2.6,0,0,0,0,0,Sale,06/02/2015
1162629,Leitrim,Semi-detached house,1999,Existing   ,C1,172.73,117.96,0.32,0.17,0.41,2.7,2.48,97.57,60.74,58.98,10.28,4.75,2,41.32,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,,,,58.98,2.6,58.98,2.61,0,0,0,0,0,Grant Support,06/09/2023
1070437,Leitrim,Semi-detached house,2005,Existing   ,C2,187.6,111.77,0.37,0.38,0.37,2.2,3,108.95,60.35,60.35,21.12,4.02,2,47.1,Heating Oil ,Heating Oil ,79,NO,30,79,0,,,,60.35,2.53,51.42,2.75,0,0,0,0,0,Private Letting,06/04/2021
1080682,Leitrim,End of terrace house,2003,Existing   ,C2,195.87,92.7,0.55,0.3,0.41,3.1,3,75.21,49.73,46.35,11.37,3.7,2,49.06,Heating Oil ,Heating Oil ,79,NO,30,79,0,,,,46.35,2.42,46.35,2.4,0,0,0,0,0,Sale,06/09/2021
1117532,Leitrim,Mid-floor apartment,2005,Existing   ,C2,196.48,81.05,0.55,0,0,2.2,1.36,73.71,0,0,13.09,1.96,1,38.64,Electricity ,Electricity,100,NO,100,100,0,,,,81.05,2.42,0,0,0,0,0,0,0,Sale,06/12/2022
1124966,Leitrim,Detached house,2003,Existing   ,C2,176.58,277.118,0.55,0.36,0.41,2.8,2.93,250.45,153.83,151.32,40.58,3.74,2,45.34,Heating Oil ,Heating Oil ,84.8,NO,30,84.8,0.41,,,,151.322,2.66,125.796,2.87,0,0,0,0,0,Sale,06/03/2023
1125020,Leitrim,Detached house,2002,Existing   ,C2,196.17,125.14,0.36,0.41,0.44,3.1,2.97,110.93,84.74,76.34,21.53,3.7,2,46.58,Heating Oil ,Heating Oil ,79,NO,55,79,0,,,,76.34,2.5,48.8,2.51,0,0,0,0,0,Other,06/03/2023
1142445,Leitrim,Detached house,1998,Existing   ,C2,195.47,144.67,0.53,0.4,0.41,3.1,3.03,128.02,97.66,94.67,23.79,5.21,2,41.7,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,94.67,2.63,50,2.36,0,0,0,0,0,Sale,06/09/2023
1056202,Leitrim,Detached house,2005,Existing   ,C3,222.91,89.24,0.37,0.26,0.39,2.2,2.83,123.9,44.62,44.62,14.37,3.7,2,50.51,Bulk LPG (propane or butane),Bulk LPG (propane or butane),73,NO,30,73,0,,,,44.62,2.51,44.62,2.46,0,0,0,0,0,Sale,06/08/2020
1076415,Leitrim,Detached house,2008,Existing   ,C3,219.66,124.72,0.37,0.26,0.34,2.2,3,101.83,124.72,124.72,16.31,5.36,1,69.48,Solid Multi-Fuel,Solid Multi-Fuel,70.25,NO,0,70.25,0,,,,124.72,2.62,0,0,0,0,0,0,0,Sale,06/07/2021
1166680,Leitrim,End of terrace house,1890,Existing   ,C3,224.82,175.91,1.29,0.9,0.56,3.1,3.02,133.62,95.21,90.12,16.96,4.04,2,59.17,Heating Oil ,Heating Oil ,94.9,NO,30,94.9,0,,,,90.12,2.65,85.79,2.77,0,0,0,0,0,Sale,06/10/2022
1117515,Leitrim,Detached house,1980,Existing   ,D1,255.68,163.58,0.31,0.26,0.48,2.8,2.94,104.52,163.58,163.58,26.59,5.58,1,63.87,Heating Oil ,Heating Oil ,65,NO,60,65,0,,,,163.58,2.5,0,0,0,0,0,0,0,Grant Support,06/12/2022
1088730,Leitrim,Detached house,1956,Existing   ,D2,294.76,201.61,1.28,0.2,0.56,2.8,3.04,149.61,201.61,201.61,24.76,7.18,1,75.76,Heating Oil ,Heating Oil ,70,NO,45,70,0,,,,201.61,2.62,0,0,0,0,0,0,0,Sale,06/01/2022
1097171,Leitrim,Detached house,1977,Existing   ,D2,299.37,145.25,0.44,0.27,0.73,3.18,3,126.05,145.34,145.25,21.84,4.58,1,72.15,Heating Oil ,Heating Oil ,70,NO,60,70,0,,,,145.25,2.4,0,0,0,0,0,0,0,Grant Support,06/05/2022
1125017,Leitrim,Detached house,1979,Existing   ,E1,323.08,115.21,0.46,0.49,0.58,3.48,0,93.86,115.21,115.21,26.98,0,1,99.03,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,60,65,0,,,,115.21,2.65,0,0,0,0,0,0,0,Other,06/03/2023
1111400,Leitrim,Semi-detached house,1925,Existing   ,E2,363.87,74.57,0.64,2.3,0.84,3.1,3,81.18,74.57,74.57,11.75,2.25,1,91.18,Heating Oil ,Heating Oil ,95.2,NO,65,95.2,0,,,,74.57,2.48,0,0,0,0,0,0,0,Sale,06/10/2022
1140361,Leitrim,Top-floor apartment,1999,Existing   ,E2,351.4,38.76,1.43,0.4,0,3.1,1.36,40.38,38.76,0,4.66,1.82,1,44.98,Electricity ,Electricity,100,NO,100,100,0,,,,38.76,2.46,0,0,0,0,0,0,0,Sale,06/07/2023
1063158,Leitrim,Detached house,1884,Existing   ,G,619.49,175.91,2.1,1.15,0.73,3.1,3,191.18,175.9,175.91,31.14,15.34,1,121.81,Electricity ,Electricity,100,NO,100,100,0,,,,175.91,3.11,0,0,0,0,0,0,0,Sale,06/11/2020
1066588,Leitrim,Mid-terrace house,2000,Existing   ,B2,108.61,100,0.55,0.13,0.29,3.4,3,31,50,50,10.45,1.85,2,24.56,Bottled LPG   ,Bottled LPG   ,92,NO,65,92,0,,,,50,2.4,50,2.6,0,0,0,0,0,Other,07/09/2020
1096247,Leitrim,Detached house,2005,Existing   ,B2,124.27,242.33,0.37,0.25,0.34,2.8,3,140.9,164.87,154.73,42.4,3.7,2,31.01,Heating Oil ,Heating Oil ,97,NO,45,97,0,,,,154.73,2.5,87.6,2.46,0,0,0,0,0,Other,07/04/2022
1094918,Leitrim,Detached house,2007,Existing   ,B3,128.11,202.7,0.37,0.21,0.34,2.2,2.88,168.4,109.74,109.18,112.76,3.7,2,28.58,Bulk LPG (propane or butane),Bulk LPG (propane or butane),90.1,NO,65,90.1,0,,,,109.18,2.42,93.52,2.37,0,0,0,0,0,Sale,07/04/2022
1162730,Leitrim,Semi-detached house,2006,Existing   ,B3,133.26,111.19,0.31,0.13,0.34,2.17,1.29,93.4,56.08,56.08,12.99,5.06,2,30.48,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,56.08,2.48,55.11,2.69,0,0,0,0,0,Grant Support,07/09/2023
1095967,Leitrim,Detached house,2005,Existing   ,C1,154.03,156.68,0.37,0.2,0.34,2.2,3,112.03,156.6,156.68,21.24,5.52,1,38.38,Heating Oil ,Heating Oil ,85.2,NO,55,85.2,0,,,,156.68,2.5,0,0,0,0,0,0,0,Other,07/04/2022
1100024,Leitrim,Mid-floor apartment,2003,Existing   ,C1,170.53,69.34,1.01,0,0,3.1,1.36,37.04,0,0,7.1,1.82,1,33.53,Electricity ,Electricity,100,NO,100,100,0,,,,69.34,2.42,0,0,0,0,0,0,0,Sale,07/06/2022
1104211,Leitrim,Detached house,2000,Existing   ,C1,173.42,140.81,0.55,0.24,0.44,2.8,2.92,145.35,84.18,84.18,28.87,4.83,2,42.69,Heating Oil ,Heating Oil ,92.8,NO,60,92.8,0,,,,84.18,2.39,56.63,2.65,0,0,0,0,0,Sale,07/07/2022
1128002,Leitrim,Detached house,2003,Existing   ,C1,164.62,172.65,0.54,0.3,0.41,3.1,3.04,166.35,115.19,110.68,22.4,4.92,2,42.25,Heating Oil ,Heating Oil ,97,NO,30,97,0,,,,110.68,2.69,61.97,2.37,0,0,0,0,0,Sale,07/04/2023
1142564,Leitrim,Detached house,1973,Existing   ,C1,174.03,110.86,0.39,0.12,0.73,2.2,2.94,112.47,110.86,110.86,23.44,3.81,1,42.53,Heating Oil ,Heating Oil ,93.7,NO,60,93.7,0,,,,110.86,2.78,0,0,0,0,0,0,0,Grant Support,07/09/2023
1150022,Leitrim,House,1984,Existing   ,C1,173.37,76.23,0.3,0.13,0.57,1.8,3,75.5,76.28,76.28,9.85,4.62,1,37.71,Heating Oil ,Heating Oil ,94.8,NO,45,94.8,0,NO ,Factory Insulated ,50,76.23,2.43,0,0,0,0,0,0,0,Unknown,07/12/2009
1075627,Leitrim,Detached house,1999,Existing   ,C2,194.53,113,0.55,0.2,0.41,3.1,3,89.69,113,113,17.4,1.85,1,46.25,Heating Oil ,Heating Oil ,85.5,NO,60,85.5,0,,,,113,2.41,0,0,0,0,0,0,0,Grant Support,07/06/2021
1082392,Leitrim,Detached house,1999,Existing   ,C2,193.15,126.04,0.55,0.13,0.44,2.78,2.97,140.88,63.47,63.47,23.84,3.7,2,49.75,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,,,,63.47,2.44,62.57,2.66,0,0,0,0,0,Private Letting,07/07/2021
1100328,Leitrim,Detached house,2003,Existing   ,C2,199.13,198.89,0.55,0.26,0.36,3.1,3.89,136.56,198.89,198.89,22.1,7.55,1,51.45,Heating Oil ,Heating Oil ,85,NO,30,85,0,,,,198.89,2.51,0,0,0,0,0,0,0,Sale,07/06/2022
1145496,Leitrim,Detached house,2002,Existing   ,C2,190.08,218.05,0.28,0.14,0.43,2.8,2.98,244.37,115.97,116.56,33.79,6.02,2,48.76,Heating Oil ,Heating Oil ,79,NO,30,79,0,,,,116.56,2.81,101.49,2.77,0,0,0,0,0,Grant Support,07/10/2023
1159597,Leitrim,Mid-terrace house,2001,Existing   ,C2,185.97,94.06,0.54,0.36,0.36,3.1,3,51.03,47.03,47.03,14.24,2,2,36.47,Bulk LPG (propane or butane),Bulk LPG (propane or butane),73,NO,20,73,0,,,,47.03,2.45,47.03,2.31,0,0,0,0,0,Sale,07/02/2023
1090602,Leitrim,Detached house,2002,Existing   ,C3,206.66,126.15,0.55,0.36,0.47,3.1,3,114.41,75.5,65.82,13.78,3.7,2,52.6,Heating Oil ,Heating Oil ,85,NO,30,85,0,,,,65.82,2.41,60.33,1.86,0,0,0,0,0,Sale,07/02/2022
