PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
13583,Leitrim,Detached house,1900,Existing,G,814.61,66.03,2.1,2.3,0.94,4.8,3,96.7,66.03,66.03,5.5,1.85,1,264.77,House Coal,House Coal,65,NO,30,65,0,NO ,None                          ,0,66.03,2.5,0,0,0,0,0,0,0,Sale,24/05/2016
13686,Leitrim,Semi-detached house,1900,Existing,G,963.11,64.94,1.82,2.3,0.8,4.8,3,64.78,64.94,64.93,6.55,3.7,1,218.25,Electricity ,Electricity ,100,NO,45,100,0,NO ,None                          ,0,64.94,2.24,0,0,0,0,0,0,0,Sale,26/05/2016
13715,Leitrim,Detached house,1985,Existing,D2,298.45,139.66,0.6,0.26,0.57,2.83,2.9,102.49,139.66,139.66,25.41,4.42,1,67.79,Bulk LPG (propane or butane),Bulk LPG (propane or butane),65,NO,30,65,0,NO ,Loose Jacket                  ,25,139.66,2.58,0,0,0,0,0,0,0,Sale,26/05/2016
13800,Leitrim,Semi-detached house,2004,Existing,C2,194.39,112.53,0.55,0.2,0.41,2.41,3,103.59,57.1,57.1,17.79,3.91,2,49.63,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,57.1,2.55,55.43,2.79,0,0,0,0,0,Sale,19/05/2016
13888,Leitrim,Detached house,1985,Existing,D2,281.43,118.19,0.37,0.16,0.64,3.1,3.03,111.01,129.86,118.19,20.38,6.86,1,70.1,Heating Oil ,Heating Oil ,70,NO,60,70,0,NO ,Loose Jacket                  ,60,118.19,2.55,0,0,0,0,0,0,0,Grant Support,27/05/2016
13997,Leitrim,Semi-detached house,2005,Existing,C1,159.18,110.13,0.37,0.13,0.34,2.2,3,101.32,56,55.07,16.25,2.02,2,30.14,Mains Gas ,Mains Gas ,90.4,NO,40,90.4,0,NO ,Factory Insulated             ,25,55.07,2.45,55.06,2.87,0,0,0,0,0,Sale,24/05/2016
14006,Leitrim,Semi-detached house,2007,Existing,C3,206.69,84.8,0.26,0.13,0.37,2.2,3,82.69,42.4,42.4,12.49,4.94,2,52.53,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,35,42.4,2.47,42.4,2.47,0,0,0,0,0,Grant Support,29/05/2016
14008,Leitrim,Semi-detached house,2007,Existing,E1,317.7,84.8,0.26,0.13,0.37,2.2,3,82.69,42.4,42.4,12.49,4.94,2,101.17,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,35,42.4,2.47,42.4,2.47,0,0,0,0,0,Grant Support,29/05/2016
14009,Leitrim,Semi-detached house,2007,Existing,E1,308.23,84.8,0.26,0.13,0.37,2.2,3,82.69,42.4,42.4,12.49,4.94,2,98.61,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,35,42.4,2.47,42.4,2.47,0,0,0,0,0,Grant Support,29/05/2016
14318,Leitrim,Detached house,2007,Existing,B3,145.53,181.46,0.37,0.4,0.37,1.9,3,190.47,91.43,91.43,24.44,4,2,36.56,Heating Oil ,Heating Oil ,94.4,NO,60,94.4,0.37,NO ,Factory Insulated             ,350,91.43,2.44,90.03,2.75,0,0,0,0,0,Sale,26/05/2016
14418,Leitrim,Detached house,1890,Existing,G,939.01,52.05,2.1,2.3,0.94,4.8,3,75.83,52.05,52.05,2.4,3.89,1,218.89,Electricity ,Electricity ,100,NO,30,100,0,NO ,None                          ,0,52.05,2.49,0,0,0,0,0,0,0,Sale,01/06/2016
14430,Leitrim,Semi-detached house,2000,Existing,C2,186.35,121.44,0.55,0.22,0.41,3.01,3,103.69,62.89,59.92,13.98,1.79,2,44.75,Heating Oil ,Heating Oil ,85.3,NO,0,85.3,0,NO ,Factory Insulated             ,50,61.52,2.57,59.92,2.59,0,0,0,0,0,Private Letting,31/05/2016
14569,Leitrim,Semi-detached house,1895,Existing,F,444.18,131.42,1.92,0.4,0.77,4.67,3,124.62,67.51,63.91,15.52,3.98,2,113.53,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,None                          ,0,63.91,2.42,67.51,2.6,0,0,0,0,0,Sale,02/06/2016
14570,Leitrim,Mid-floor apartment,2004,Existing,C2,188.94,48.46,0.57,0,0,2,2.19,31.83,0,0,3.7,3.61,1,40.81,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,48.46,2.42,0,0,0,0,0,0,0,Sale,02/06/2016
14714,Leitrim,Semi-detached house,2000,Existing,C3,218.91,99.36,0.55,0.4,0.41,2.7,3,90.72,49.98,49.98,13.4,3.58,2,55.14,Heating Oil ,Heating Oil ,93,NO,30,93,0,NO ,Loose Jacket                  ,20,49.98,2.48,49.38,2.75,0,0,0,0,0,Sale,03/06/2016
14749,Leitrim,Detached house,2003,Existing,C2,193.13,145.92,0.55,0.36,0.45,2.72,3,172.76,80.77,75.05,27.07,1.85,2,40.95,Bulk LPG (propane or butane),Bulk LPG (propane or butane),80.1,NO,100,80.1,0,NO ,Factory Insulated             ,50,75.05,2.59,70.87,2.87,0,0,0,0,0,Sale,04/06/2016
14977,Leitrim,Detached house,2001,Existing,D1,241.6,198.74,0.55,0.29,0.41,2.8,2.97,183.06,118.03,121.38,76.46,7.48,2,61.99,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,121.38,2.51,77.36,2.7,0,0,0,0,0,Sale,07/06/2016
15782,Leitrim,Mid-terrace house,1890,Existing,G,507.66,86.37,1.94,2.3,0.65,4.8,3.14,79.36,33.8,34.4,7.49,4.88,3,123.02,Heating Oil ,Heating Oil ,65,NO,0,65,0,NO ,None                          ,0,34.4,2.53,34.4,2.68,17.57,1.88,0,0,0,Sale,14/06/2016
15784,Leitrim,Semi-detached house,2000,Existing,D1,235.53,125.5,0.54,0.4,0.43,2.71,2.37,102,66.4,66.4,18.8,5.55,2,59.94,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,35,59.1,2.45,66.4,2.75,0,0,0,0,0,Sale,13/06/2016
15896,Leitrim,Detached house,2006,Existing,C2,184.06,174.53,0.37,0.36,0.37,2.2,3,204.18,99.98,99.97,36.06,3.9,2,47.13,Heating Oil ,Heating Oil ,85,NO,30,85,0,YES,Factory Insulated             ,50,99.97,2.5,74.56,2.89,0,0,0,0,0,Sale,01/06/2016
16147,Leitrim,Top-floor apartment,2001,Existing,E1,307.19,78.96,0.5,0.2,1,3.1,1.36,71.33,78.96,78.96,10.87,1.85,1,66.35,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,78.96,2.37,0,0,0,0,0,0,0,Sale,18/06/2016
16279,Leitrim,Detached house,1980,Existing,D1,253.04,182.65,0.55,0.31,0.48,2.88,2.95,110.17,187.6,182.65,37.48,3.78,1,64.33,Heating Oil ,Heating Oil ,70,NO,45,70,0,YES,Factory Insulated             ,35,182.65,2.62,0,0,0,0,0,0,0,Grant Support,04/06/2016
16445,Leitrim,Detached house,1986,Existing,C1,165.19,245.6,0.58,0.49,0.57,2.2,3.49,211.83,141.22,138.72,32.69,4.98,2,42.17,Heating Oil ,Heating Oil ,85.7,NO,55,85.7,0,YES,Factory Insulated             ,35,138.78,2.43,106.82,1.98,0,0,0,0,0,Grant Support,03/06/2016
16565,Leitrim,Ground-floor apartment,2003,Existing,D2,265.32,67.21,0.69,0,0.36,3.3,1.36,50.5,0,67.21,8.05,1.7,1,57.3,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,67.21,2.57,0,0,0,0,0,0,0,Sale,22/06/2016
16859,Leitrim,Semi-detached house,2000,Existing,C3,209.69,100.28,0.55,0.26,0.41,2.7,2.47,89.29,50.37,50.37,13.53,3.58,2,53.26,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,35,50.37,2.49,49.91,2.76,0,0,0,0,0,Sale,24/06/2016
16942,Leitrim,Mid-terrace house,2002,Existing,C3,217.02,108.12,0.55,0.39,0.29,2.7,3,38.93,57.43,54.06,17.23,1.77,2,46.87,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,54.06,2.68,54.06,3,0,0,0,0,0,Private Letting,24/06/2016
17089,Leitrim,Semi-detached house,1998,Existing,E2,343.69,47.45,0.55,0.13,0.44,3.1,3.04,42.95,47.45,47.45,7.41,3.94,1,105.02,Manufactured Smokeless Fuel ,Manufactured Smokeless Fuel ,68.7,NO,250,68.7,0,NO ,Loose Jacket                  ,50,47.45,2.5,0,0,0,0,0,0,0,Social housing letting,28/06/2016
17264,Leitrim,Detached house,1940,Existing,E2,375.92,137.02,1.57,1.22,0.59,3.1,0,108.41,95.48,80.72,12.52,0,2,95.65,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,None                          ,0,80.53,2.4,39.85,2.38,0,0,0,0,16.64,Sale,29/06/2016
17405,Leitrim,Semi-detached house,1900,Existing,E2,377.32,84.1,2.1,0.26,0.71,4.8,3,98.36,42.29,41.8,9.64,5.6,2,97.84,Heating Oil ,Heating Oil ,91.7,NO,30,91.7,0,NO ,Factory Insulated             ,20,41.81,2.91,42.29,2.94,0,0,0,0,0,Sale,20/06/2016
17516,Leitrim,End of terrace house,2003,Existing,C1,162.9,75.85,0.54,0.17,0.44,2.72,3,96.29,38.79,38.43,14.26,1.96,2,39.01,Heating Oil ,Heating Oil ,92.2,NO,100,92.2,0,NO ,None                          ,0,37.4,2.69,38.45,3.04,0,0,0,0,0,Grant Support,30/06/2016
17536,Leitrim,Semi-detached house,2007,Existing,B3,144,124.26,0.37,0.16,0.34,1.9,2.82,98.38,62.13,62.13,13.88,4.72,2,36.55,Heating Oil ,Heating Oil ,92.8,NO,30,92.8,0,NO ,Factory Insulated             ,35,62.13,2.46,62.13,2.76,0,0,0,0,0,Sale,30/06/2016
17562,Leitrim,Mid-terrace house,1977,Existing,B3,133.73,89.64,0.6,0.13,0.61,3.21,3,48.04,44.82,44.82,18.17,1.77,2,30.51,Electricity ,Electricity ,402,NO,60,161.29,0,NO ,Factory Insulated             ,30,44.82,2.53,44.82,2.62,0,0,0,0,0,Social housing letting,30/06/2016
17754,Leitrim,Detached house,2005,Existing,C1,169.25,169.58,0.37,0.17,0.37,2.15,2.83,185.5,100.11,97.81,22.2,5.76,2,42.04,Heating Oil ,Heating Oil ,85.2,NO,45,85.2,0,NO ,Factory Insulated             ,25,96.61,2.75,72.97,2.8,0,0,0,0,0,Sale,04/06/2016
17757,Leitrim,Detached house,1890,Existing,G,459.65,150.67,2.1,1.95,0.73,2.25,3.26,189.07,96.51,71.31,25.58,3.52,3,116.31,Heating Oil ,Heating Oil ,70,NO,60,70,0,NO ,None                          ,0,71.31,2.37,69.18,3.14,10.18,1.47,0,0,0,Grant Support,21/06/2016
18133,Leitrim,Detached house,1999,Existing,D1,232.55,116.3,0.55,0.26,0.41,2.6,1.98,98.96,116.3,116.3,25.11,3.74,1,57.62,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Loose Jacket                  ,20,116.3,2.86,0,0,0,0,0,0,0,Sale,06/07/2016
18555,Leitrim,Detached house,1983,Existing,C3,224.42,185.37,0.58,0.23,0.45,2.89,3,137.21,185.37,185.37,27.63,5.43,1,56.15,Heating Oil ,Heating Oil ,85.7,NO,60,85.7,0,NO ,Loose Jacket                  ,20,185.37,2.46,0,0,0,0,0,0,0,Sale,12/07/2016
18571,Leitrim,End of terrace house,2005,Existing,C3,217.84,103,0.37,0.15,0.41,2.2,3,80.7,51,51.5,14.2,1.85,2,52.54,Electricity ,Electricity ,100,NO,30,100,0,NO ,None                          ,0,51.5,2.41,51.5,2.57,0,0,0,0,0,Sale,01/07/2016
18679,Leitrim,Mid-terrace house,2003,Existing,C3,221.14,91.62,0.55,0.2,0.29,2.8,3,36.17,45.81,45.81,17.96,1.81,2,52.68,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,35,45.81,2.51,45.81,2.99,0,0,0,0,0,Sale,06/07/2016
18702,Leitrim,Detached house,1900,Existing,E2,374.84,83.1,1.29,0.34,0.7,2.2,2.86,107.11,83.1,83.11,15.71,3.7,1,97.33,Heating Oil ,Heating Oil ,93,NO,30,93,0,NO ,Loose Jacket                  ,0,83.1,2.5,0,0,0,0,0,0,0,Sale,14/07/2016
18729,Leitrim,Detached house,2006,Existing,D1,226.61,134.77,0.34,0.25,0.37,2.2,2.76,100.37,88.66,81.07,19.74,3.7,2,54.89,Electricity ,Electricity ,100,NO,30,100,0,NO ,None                          ,0,81.07,2.65,53.7,2.4,0,0,0,0,0,Sale,13/07/2016
19309,Leitrim,Top-floor apartment,2005,Existing,C1,161.48,104.97,0.57,0.26,0,1.9,1.36,108.29,104.97,0,19.06,1.82,1,34.24,Bulk LPG (propane or butane),Bulk LPG (propane or butane),80.2,NO,100,80.2,0,NO ,None                          ,0,104.97,2.76,0,0,0,0,0,0,0,Sale,12/07/2016
19333,Leitrim,Top-floor apartment,2005,Existing,C2,176.52,110.96,0.67,0.26,0,2.01,1.36,73.69,110.24,0,18.52,1.6,1,37.43,Bulk LPG (propane or butane),Bulk LPG (propane or butane),80.2,NO,100,80.2,0,NO ,None                          ,0,110.96,2.85,0,0,0,0,0,0,0,Sale,14/07/2016
19488,Leitrim,Semi-detached house,2005,Final,B3,131.75,114.72,0.37,0.14,0.34,2.01,3,107.73,57.07,57.36,16.8,3.05,2,32.98,Heating Oil ,Heating Oil ,92.4,NO,60,92.4,0,NO ,Factory Insulated             ,25,57.36,2.43,57.36,2.68,0,0,0,0,0,Sale,22/07/2016
19509,Leitrim,Detached house,2003,Existing,C3,207.96,170.97,0.55,0.36,0.44,2.7,2.1,154.9,120.91,73.54,24.5,4.91,3,53.31,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,20,72.28,2.45,70.88,2.72,0,0,0,0,27.81,Social housing letting,22/07/2016
19802,Leitrim,Detached house,2005,Final,B3,126.2,150.38,0.37,0.15,0.37,2,3,161.71,76.7,75.19,32.38,3.07,2,31.69,Heating Oil ,Heating Oil ,92.1,NO,60,92.1,0,NO ,Factory Insulated             ,25,75.19,2.45,75.19,2.62,0,0,0,0,0,Sale,26/07/2016
19996,Leitrim,Semi-detached house,2001,Existing,C2,197.2,95.59,0.55,0.26,0.44,2.1,3,99.98,49.57,49.57,11.97,3.06,2,48.83,Heating Oil ,Heating Oil ,85.3,NO,60,85.3,0,NO ,Factory Insulated             ,35,49.57,2.52,46.02,2.95,0,0,0,0,0,Private Letting,26/07/2016
20050,Leitrim,Detached house,2002,Existing,B3,146.17,201.61,0.16,0.14,0.41,2.72,3.01,187.75,102.05,102.05,30.48,5.95,2,36.42,Heating Oil ,Heating Oil ,79,NO,60,79,0,YES,Factory Insulated             ,25,102.05,2.53,99.56,2.76,0,0,0,0,0,Grant Support,28/07/2016
20074,Leitrim,Semi-detached house,2005,Existing,C2,186.21,109.67,0.36,0.23,0.34,2,2.83,95.31,63.75,60.02,16.46,3.89,2,46.93,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,60.02,2.53,49.65,2.5,0,0,0,0,0,Sale,27/07/2016
20169,Leitrim,Mid-terrace house,1920,Existing,G,871.87,71.56,1.56,2.02,0.57,4.13,3.01,68.53,39.01,35.15,7.53,3.7,2,266.36,Solid Multi-Fuel,Electricity ,30,NO,100,100,0,NO ,None                          ,0,35.15,2.4,36.41,2.76,0,0,0,0,0,Sale,29/07/2016
20191,Leitrim,Detached house,1910,Existing,G,740.01,77.72,1.69,0.43,0.79,5.7,3.5,92.93,77.71,77.71,6.71,3.7,1,177.52,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,25,77.72,2.36,0,0,0,0,0,0,0,Sale,29/07/2016
20198,Leitrim,Mid-terrace house,2006,Existing,B3,148.3,115.38,0.37,0.2,0.26,2.32,3,51.21,57.47,57.69,13.7,1.85,2,36.84,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,57.69,2.47,57.69,2.72,0,0,0,0,0,Sale,22/07/2016
20199,Leitrim,Mid-terrace house,2007,Existing,C1,163.38,108.81,0.37,0.2,0.34,2.2,3,67.51,56.62,56.63,19.25,1.85,2,40.9,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,30,53.26,2.47,55.55,2.72,0,0,0,0,0,Sale,29/07/2016
20355,Leitrim,Semi-detached house,1969,Existing,F,446.7,107.75,1.78,1.1,0.83,3.61,3,114.57,55.68,55.69,22.29,3.7,2,109.12,Heating Oil ,Heating Oil ,65,NO,65,65,0,NO ,Factory Insulated             ,20,55.69,2.41,52.06,2.7,0,0,0,0,0,Sale,26/07/2016
20434,Leitrim,Detached house,1978,Existing,F,428.62,56.69,1.1,0.29,0.71,2.8,3,74.42,48.91,56.68,24.18,3.7,1,105.54,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,None                          ,0,56.69,2.45,0,0,0,0,0,0,0,Sale,03/08/2016
20703,Leitrim,Top-floor apartment,1999,Existing,C2,184.34,75.82,0.55,0.29,0,2.86,3,33.86,40.37,0,9.73,1.8,2,39.81,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,37.91,2.47,37.91,2.54,0,0,0,0,0,Sale,05/08/2016
20972,Leitrim,Detached house,1970,Existing,D2,277.84,83.31,0.29,0.28,0.64,2.82,3.28,93.07,81.79,83.11,9.56,2.27,1,70.77,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,83.31,2.47,0,0,0,0,0,0,0,Grant Support,09/08/2016
21031,Leitrim,End of terrace house,2007,Existing,C1,171.84,93.84,0.37,0.13,0.34,2.2,3,81.3,47.3,47.29,17.47,1.85,2,43,Heating Oil ,Heating Oil ,92.8,NO,30,92.8,0,NO ,Factory Insulated             ,25,47.29,2.46,46.55,2.72,0,0,0,0,0,Sale,10/08/2016
21099,Leitrim,Ground-floor apartment,2005,Existing,F,401.94,192.6,0.44,1,0.37,2.2,2.73,157.89,118.8,109.34,33.11,4.38,2,86.81,Electricity ,Electricity ,100,NO,30,100,0,NO ,None                          ,0,109.34,2.54,83.26,2.15,0,0,0,0,0,Sale,10/08/2016
21109,Leitrim,Detached house,1979,Existing,G,568.51,71.05,1.1,2.3,0.7,4.8,3.45,86.96,71.05,71.05,13.26,1.88,1,147.72,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,25,71.05,2.49,0,0,0,0,0,0,0,Sale,10/08/2016
21291,Leitrim,Detached house,1993,Existing,E1,334.62,125.1,0.6,0.4,0.55,2.8,3,77.56,125.1,125.1,19.74,13.54,1,81.22,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,25,125.1,2.42,0,0,0,0,0,0,0,Sale,11/08/2016
21539,Leitrim,Detached house,2005,Existing,B3,140.09,133.43,0.27,0.26,0.4,1.9,2,151.85,70.41,70.41,28.63,4.16,2,35.2,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Factory Insulated             ,35,70.41,2.56,63.02,2.72,0,0,0,0,0,Other,02/08/2016
21540,Leitrim,Semi-detached house,2006,Existing,C1,173.36,124.04,0.61,0.25,0.37,2,3,112.48,65.46,65.46,13.02,4.87,2,43.39,Heating Oil ,Heating Oil ,85.3,NO,60,85.3,0,NO ,Factory Insulated             ,30,65.46,2.39,58.58,2.69,0,0,0,0,0,Private Letting,17/08/2016
21541,Leitrim,Detached house,1900,Existing,B1,95.26,277.8,0.22,0.18,0.14,1.04,2.55,272.13,188.43,168.22,51.71,7.13,2,23.83,Heating Oil ,Heating Oil ,97,NO,55,97,0,YES,Factory Insulated             ,35,168.22,2.51,109.58,2.7,0,0,0,0,0,Grant Support,16/08/2016
21542,Leitrim,Semi-detached house,2005,Existing,C1,171.72,124.9,0.42,0.26,0.37,2.7,2.51,110.64,65.95,65.95,14.83,4.9,2,43.76,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,65.95,2.42,58.95,2.69,0,0,0,0,0,Sale,17/08/2016
21543,Leitrim,Ground-floor apartment,2006,Existing,D1,244.9,51.76,0.37,0,0.34,1.9,3,36.4,0,51.76,11.6,1.85,1,52.89,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,30,51.76,2.37,0,0,0,0,0,0,0,Sale,17/08/2016
21544,Leitrim,Top-floor apartment,2005,Existing,C2,189.3,95.82,0.67,0.26,0,2.01,1.36,72.93,95.1,0,18.52,1.6,1,40.14,Bulk LPG (propane or butane),Bulk LPG (propane or butane),80.4,NO,100,80.4,0,NO ,None                          ,0,95.82,2.85,0,0,0,0,0,0,0,Sale,17/08/2016
21545,Leitrim,Semi-detached house,2005,Existing,C3,214.42,105.06,0.37,0.4,0.34,2.2,3,99.16,52.53,52.53,15.16,1.85,2,59.93,Heating Oil ,Solid Multi-Fuel,79,NO,30,79,0,NO ,Factory Insulated             ,30,52.53,2.53,52.53,2.75,0,0,0,0,0,Sale,19/08/2016
21546,Leitrim,End of terrace house,1998,Existing,D1,236.25,126.09,0.55,0.31,0.44,2.7,2.73,146.69,64.01,64.02,17.86,6.67,2,58.66,Heating Oil ,Heating Oil ,79,NO,60,79,0,NO ,Loose Jacket                  ,50,64.02,2.47,62.07,2.75,0,0,0,0,0,Sale,23/08/2016
21547,Leitrim,Detached house,1999,Existing,C1,163.21,123.83,0.31,0.13,0.47,1.9,2.2,142.03,63.12,63.12,22.28,4.32,2,40.24,Heating Oil ,Heating Oil ,85.7,NO,60,85.7,0,NO ,Factory Insulated             ,35,63.12,2.56,60.71,2.67,0,0,0,0,0,Private Letting,23/08/2016
21548,Leitrim,Maisonette,1900,Existing,F,449.06,92.23,2.1,0.39,1.03,2.8,3,70.86,51.4,52.61,12.19,2.02,3,96.99,Electricity ,Electricity ,100,NO,0,100,0,NO ,None                          ,0,5.79,2.26,51.25,2.53,35.19,2.89,0,0,0,Sale,24/08/2016
21549,Leitrim,Detached house,2005,Existing,C2,175.62,186.8,0.37,0.3,0.34,2.2,2.87,148.66,119.13,111.19,29.68,3.91,2,44.78,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,111.19,2.56,75.61,2.36,0,0,0,0,0,Sale,24/08/2016
21550,Leitrim,Ground-floor apartment,2005,Existing,C1,154.8,107.87,0.62,0,0.31,1.9,1.36,55.5,0,107.87,16.64,1.75,1,32.83,Bulk LPG (propane or butane),Bulk LPG (propane or butane),80.2,NO,100,80.2,0,NO ,None                          ,0,107.87,2.42,0,0,0,0,0,0,0,Sale,22/08/2016
21551,Leitrim,Detached house,2006,Existing,C1,155.82,160.11,0.37,0.25,0.34,2.2,2.78,161.04,93.9,93.9,24.52,4.51,2,38.86,Heating Oil ,Heating Oil ,85.5,NO,65,85.5,0,NO ,Factory Insulated             ,25,93.9,2.44,66.21,2.68,0,0,0,0,0,Sale,31/08/2016
21552,Leitrim,Detached house,1950,Existing,F,389.33,92.77,2.03,0.5,0.84,2.2,2.87,94.97,91.37,92.77,9.75,3.73,1,103.03,Heating Oil ,Heating Oil ,95.2,NO,30,95.2,0,NO ,Factory Insulated             ,50,92.77,2.48,0,0,0,0,0,0,0,Grant Support,01/09/2016
21553,Leitrim,Semi-detached house,2002,Existing,C2,178.34,122.49,0.55,0.26,0.41,2.72,3,104.17,64.44,64.44,18.61,3.87,2,44.27,Heating Oil ,Heating Oil ,85.5,NO,60,85.5,0,NO ,Factory Insulated             ,35,64.44,2.43,58.05,2.68,0,0,0,0,0,Sale,31/08/2016
21554,Leitrim,Detached house,1982,Existing,D2,275,170.1,1.05,0.49,0.48,2.7,3,102.13,186.85,129.93,22.15,5.44,2,71.53,Heating Oil ,Heating Oil ,83.2,NO,30,83.2,0,NO ,Factory Insulated             ,30,129.93,2.56,0,0,0,0,0,0,40.17,Sale,06/09/2016
21555,Leitrim,Detached house,1968,Existing,E2,379.02,80.35,0.77,0.42,0.74,3.1,2.92,90.64,80.34,80.34,10.99,4.55,1,91.16,Heating Oil ,Heating Oil ,79,NO,60,79,0,NO ,None                          ,0,80.35,2.46,0,0,0,0,0,0,0,Sale,08/09/2016
21556,Leitrim,Detached house,1922,Existing,F,427.43,127.37,1.41,2.3,1.02,2.73,3,68.1,134.85,64.01,11.04,5.51,2,107.16,Heating Oil ,Heating Oil ,82.8,NO,60,82.8,0,NO ,None                          ,0,64.01,2.18,0,0,0,0,0,0,63.36,Sale,10/09/2016
21557,Leitrim,Detached house,2007,Final,B2,115.21,159.95,0.23,0.16,0.25,1.8,2.67,172.21,81.38,81.38,28.2,3.78,2,27.94,Heating Oil ,Heating Oil ,85.7,NO,51,85.7,0,NO ,Factory Insulated             ,70,81.38,2.45,78.57,2.7,0,0,0,0,0,Unknown,10/12/2007
21558,Leitrim,Detached house,2008,Provisional,B1,97.13,194.55,0.27,0.17,0.25,1.7,3,172.45,99.03,99.75,26.93,2.1,2,24.5,Heating Oil ,Heating Oil ,95,NO,65,95,0,NO ,Factory Insulated             ,35,99.75,2.6,94.8,2.65,0,0,0,0,0,Unknown,03/03/2008
21559,Leitrim,House,2007,Provisional,C1,168.12,148.29,0.3,0.1,0.31,2.4,2.91,115.96,148.29,148.29,27.9,5.46,1,42.88,Heating Oil ,Heating Oil ,85.7,NO,55,85.7,0,NO ,Factory Insulated             ,50,148.29,2.6,0,0,0,0,0,0,0,Unknown,30/07/2008
21560,Leitrim,Semi-detached house,1939,Existing,D2,298.09,117.03,1.59,0.28,0.65,2.32,3,88.72,59.43,59.43,30.12,1.85,2,77.64,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,25,59.43,2.82,57.6,2.96,0,0,0,0,0,Unknown,24/11/2008
21561,Leitrim,House,2008,Final,B1,99.13,274.05,0.2,0.17,0.25,2,3,154.68,145.43,168.05,45.77,4.1,2,22.21,Heating Oil ,Heating Oil ,85.2,NO,45,85.2,0,NO ,Factory Insulated             ,50,146.7,2.59,0,0,106,2.44,21.35,3,0,Unknown,15/12/2008
21562,Leitrim,Semi-detached house,1971,Existing,G,852.37,36.83,0.39,2.3,0.27,4.08,3,75.3,36.83,36.83,2.97,3.71,1,202.99,Electricity ,Electricity ,100,NO,0,100,0,,,,36.83,2.5,0,0,0,0,0,0,0,Unknown,05/01/2009
21563,Leitrim,Apartment,1930,Existing,G,867.47,57.63,2.1,0.4,1,2.8,3,73.75,57.63,57.63,7.85,1.85,1,206.59,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,50,57.63,2.72,0,0,0,0,0,0,0,Unknown,06/01/2009
21564,Leitrim,Detached house,2007,Existing,B3,140.48,184.1,0.36,0.17,0.34,2.7,3,161.52,136.67,127.43,24.51,6.3,2,36.77,Heating Oil ,Heating Oil ,97,NO,30,97,0,NO ,Factory Insulated             ,50,127.43,2.71,56.67,2.53,0,0,0,0,0,Unknown,09/01/2009
